onset	duration	sample	type	marker_code
0	0.0002	110076	Response	R128
0	0.0002	120576	Response	R128
0	0.0002	120770	Stimulus	S 1
1.0556	0.0002	126048	Stimulus	S 5
2.0554	0.0002	131047	Stimulus	S 5
2.0612	0.0002	131076	Response	R128
3.0554	0.0002	136047	Stimulus	S 5
4.0566	0.0002	141053	Stimulus	S 5
4.1612	0.0002	141576	Response	R128
5.0586	0.0002	146063	Stimulus	S 5
6.0526	0.0002	151033	Stimulus	S 5
6.2612	0.0002	152076	Response	R128
7.0654	0.0002	156097	Stimulus	S 5
8.0652	0.0002	161096	Stimulus	S 5
8.3612	0.0002	162576	Response	R128
9.0652	0.0002	166096	Stimulus	S 5
10.0652	0.0002	171096	Stimulus	S 5
10.4612	0.0002	173076	Response	R128
11.0656	0.0002	176098	Stimulus	S 5
12.065	0.0002	181095	Stimulus	S 5
12.5612	0.0002	183576	Response	R128
13.0666	0.0002	186103	Stimulus	S 5
14.0666	0.0002	191103	Stimulus	S 5
14.6612	0.0002	194076	Response	R128
15.0686	0.0002	196113	Stimulus	S 5
16.0648	0.0002	201094	Stimulus	S 5
16.7612	0.0002	204576	Response	R128
17.0722	0.0002	206131	Stimulus	S 5
18.0726	0.0002	211133	Stimulus	S 5
18.8612	0.0002	215076	Response	R128
19.0726	0.0002	216133	Stimulus	S 5
20.0726	0.0002	221133	Stimulus	S 5
20.9612	0.0002	225576	Response	R128
21.0758	0.0002	226149	Stimulus	S 5
22.0758	0.0002	231149	Stimulus	S 5
23.0612	0.0002	236076	Response	R128
23.0768	0.0002	236154	Stimulus	S 5
24.081	0.0002	241175	Stimulus	S 5
25.0808	0.0002	246174	Stimulus	S 5
25.1612	0.0002	246576	Response	R128
26.081	0.0002	251175	Stimulus	S 5
27.0824	0.0002	256182	Stimulus	S 5
27.2612	0.0002	257076	Response	R128
28.0828	0.0002	261184	Stimulus	S 5
29.0828	0.0002	266184	Stimulus	S 5
29.3612	0.0002	267576	Response	R128
30.0828	0.0002	271184	Stimulus	S 5
31.0858	0.0002	276199	Stimulus	S 5
31.4612	0.0002	278076	Response	R128
32.0838	0.0002	281189	Stimulus	S 5
33.0868	0.0002	286204	Stimulus	S 5
33.5612	0.0002	288576	Response	R128
34.087	0.0002	291205	Stimulus	S 5
35.09	0.0002	296220	Stimulus	S 5
35.6612	0.0002	299076	Response	R128
36.0828	0.0002	301184	Stimulus	S 5
37.0924	0.0002	306232	Stimulus	S 5
37.7612	0.0002	309576	Response	R128
38.0968	0.0002	311254	Stimulus	S 5
39.0968	0.0002	316254	Stimulus	S 5
39.8612	0.0002	320076	Response	R128
40.0968	0.0002	321254	Stimulus	S 5
41.097	0.0002	326255	Stimulus	S 5
41.9612	0.0002	330576	Response	R128
42.097	0.0002	331255	Stimulus	S 5
43.0972	0.0002	336256	Stimulus	S 5
44.0612	0.0002	341076	Response	R128
44.0978	0.0002	341259	Stimulus	S 5
45.099	0.0002	346265	Stimulus	S 5
46.0964	0.0002	351252	Stimulus	S 5
46.1612	0.0002	351576	Response	R128
47.102	0.0002	356280	Stimulus	S 5
48.103	0.0002	361285	Stimulus	S 5
48.2612	0.0002	362076	Response	R128
49.103	0.0002	366285	Stimulus	S 5
50.103	0.0002	371285	Stimulus	S 5
50.3612	0.0002	372576	Response	R128
51.106	0.0002	376300	Stimulus	S 5
52.106	0.0002	381300	Stimulus	S 5
52.4612	0.0002	383076	Response	R128
53.106	0.0002	386300	Stimulus	S 5
54.1072	0.0002	391306	Stimulus	S 5
54.5612	0.0002	393576	Response	R128
55.1126	0.0002	396333	Stimulus	S 5
56.1124	0.0002	401332	Stimulus	S 5
56.6612	0.0002	404076	Response	R128
57.1136	0.0002	406338	Stimulus	S 5
58.113	0.0002	411335	Stimulus	S 5
58.7612	0.0002	414576	Response	R128
59.113	0.0002	416335	Stimulus	S 5
60.113	0.0002	421335	Stimulus	S 5
60.8612	0.0002	425076	Response	R128
61.1162	0.0002	426351	Stimulus	S 5
62.1162	0.0002	431351	Stimulus	S 5
62.9612	0.0002	435576	Response	R128
63.1162	0.0002	436351	Stimulus	S 5
64.1172	0.0002	441356	Stimulus	S 5
65.0612	0.0002	446076	Response	R128
65.1134	0.0002	446337	Stimulus	S 5
66.1132	0.0002	451336	Stimulus	S 5
67.1226	0.0002	456383	Stimulus	S 5
67.1612	0.0002	456576	Response	R128
68.1222	0.0002	461381	Stimulus	S 5
69.1232	0.0002	466386	Stimulus	S 5
69.2612	0.0002	467076	Response	R128
70.1232	0.0002	471386	Stimulus	S 5
71.1282	0.0002	476411	Stimulus	S 5
71.3612	0.0002	477576	Response	R128
72.1282	0.0002	481411	Stimulus	S 5
73.1282	0.0002	486411	Stimulus	S 5
73.4612	0.0002	488076	Response	R128
74.1284	0.0002	491412	Stimulus	S 5
75.1294	0.0002	496417	Stimulus	S 5
75.5612	0.0002	498576	Response	R128
76.128	0.0002	501410	Stimulus	S 5
77.1322	0.0002	506431	Stimulus	S 5
77.6612	0.0002	509076	Response	R128
78.1334	0.0002	511437	Stimulus	S 5
79.1334	0.0002	516437	Stimulus	S 5
79.7612	0.0002	519576	Response	R128
80.1334	0.0002	521437	Stimulus	S 5
81.1334	0.0002	526437	Stimulus	S 5
81.8612	0.0002	530076	Response	R128
82.1364	0.0002	531452	Stimulus	S 5
83.1374	0.0002	536457	Stimulus	S 5
83.9612	0.0002	540576	Response	R128
84.1374	0.0002	541457	Stimulus	S 5
85.1404	0.0002	546472	Stimulus	S 5
86.0612	0.0002	551076	Response	R128
86.1442	0.0002	551491	Stimulus	S 5
87.1442	0.0002	556491	Stimulus	S 5
88.1444	0.0002	561492	Stimulus	S 5
88.1612	0.0002	561576	Response	R128
89.1444	0.0002	566492	Stimulus	S 5
90.1446	0.0002	571493	Stimulus	S 5
90.2612	0.0002	572076	Response	R128
91.1464	0.0002	576502	Stimulus	S 5
92.1464	0.0002	581502	Stimulus	S 5
92.3612	0.0002	582576	Response	R128
93.1464	0.0002	586502	Stimulus	S 5
94.1474	0.0002	591507	Stimulus	S 5
94.4612	0.0002	593076	Response	R128
95.1504	0.0002	596522	Stimulus	S 5
96.1436	0.0002	601488	Stimulus	S 5
96.5612	0.0002	603576	Response	R128
97.153	0.0002	606535	Stimulus	S 5
98.1536	0.0002	611538	Stimulus	S 5
98.6612	0.0002	614076	Response	R128
99.1536	0.0002	616538	Stimulus	S 5
100.1546	0.0002	621543	Stimulus	S 5
100.7612	0.0002	624576	Response	R128
101.1566	0.0002	626553	Stimulus	S 5
102.1598	0.0002	631569	Stimulus	S 5
102.8612	0.0002	635076	Response	R128
103.1598	0.0002	636569	Stimulus	S 5
104.1598	0.0002	641569	Stimulus	S 5
104.9612	0.0002	645576	Response	R128
105.1608	0.0002	646574	Stimulus	S 5
106.1596	0.0002	651568	Stimulus	S 5
107.0612	0.0002	656076	Response	R128
107.1632	0.0002	656586	Stimulus	S 5
108.1636	0.0002	661588	Stimulus	S 5
109.1612	0.0002	666576	Response	R128
109.1636	0.0002	666588	Stimulus	S 5
110.1636	0.0002	671588	Stimulus	S 5
111.1666	0.0002	676603	Stimulus	S 5
111.2612	0.0002	677076	Response	R128
112.1666	0.0002	681603	Stimulus	S 5
113.1666	0.0002	686603	Stimulus	S 5
113.3612	0.0002	687576	Response	R128
114.1678	0.0002	691609	Stimulus	S 5
115.1708	0.0002	696624	Stimulus	S 5
115.4612	0.0002	698076	Response	R128
116.1718	0.0002	701629	Stimulus	S 5
117.1758	0.0002	706649	Stimulus	S 5
117.5612	0.0002	708576	Response	R128
118.1756	0.0002	711648	Stimulus	S 5
119.1756	0.0002	716648	Stimulus	S 5
119.6612	0.0002	719076	Response	R128
120.1756	0.0002	721648	Stimulus	S 5
121.1768	0.0002	726654	Stimulus	S 5
121.7612	0.0002	729576	Response	R128
122.1768	0.0002	731654	Stimulus	S 5
123.1768	0.0002	736654	Stimulus	S 5
123.8612	0.0002	740076	Response	R128
