onset	duration	sample	type	marker_code
0	0.0002	121282	Response	R128
0	0.0002	131782	Response	R128
0	0.0002	131964	Stimulus	S 1
1.0156	0.0002	137042	Stimulus	S 5
2.0156	0.0002	142042	Stimulus	S 5
2.0636	0.0002	142282	Response	R128
3.0154	0.0002	147041	Stimulus	S 5
4.0154	0.0002	152041	Stimulus	S 5
4.1636	0.0002	152782	Response	R128
5.0152	0.0002	157040	Stimulus	S 5
6.0152	0.0002	162040	Stimulus	S 5
6.2636	0.0002	163282	Response	R128
7.015	0.0002	167039	Stimulus	S 5
8.0152	0.0002	172040	Stimulus	S 5
8.3636	0.0002	173782	Response	R128
9.015	0.0002	177039	Stimulus	S 5
10.015	0.0002	182039	Stimulus	S 5
10.4636	0.0002	184282	Response	R128
11.015	0.0002	187039	Stimulus	S 5
12.0152	0.0002	192040	Stimulus	S 5
12.5636	0.0002	194782	Response	R128
13.0152	0.0002	197040	Stimulus	S 5
14.0154	0.0002	202041	Stimulus	S 5
14.6636	0.0002	205282	Response	R128
15.0154	0.0002	207041	Stimulus	S 5
16.0146	0.0002	212037	Stimulus	S 5
16.7636	0.0002	215782	Response	R128
17.0146	0.0002	217037	Stimulus	S 5
18.0148	0.0002	222038	Stimulus	S 5
18.8636	0.0002	226282	Response	R128
19.0148	0.0002	227038	Stimulus	S 5
20.0148	0.0002	232038	Stimulus	S 5
20.9636	0.0002	236782	Response	R128
21.0148	0.0002	237038	Stimulus	S 5
22.0148	0.0002	242038	Stimulus	S 5
23.015	0.0002	247039	Stimulus	S 5
23.0636	0.0002	247282	Response	R128
24.015	0.0002	252039	Stimulus	S 5
25.015	0.0002	257039	Stimulus	S 5
25.1636	0.0002	257782	Response	R128
26.0152	0.0002	262040	Stimulus	S 5
27.0154	0.0002	267041	Stimulus	S 5
27.2636	0.0002	268282	Response	R128
28.0152	0.0002	272040	Stimulus	S 5
29.0152	0.0002	277040	Stimulus	S 5
29.3636	0.0002	278782	Response	R128
30.0154	0.0002	282041	Stimulus	S 5
