onset	duration	sample	type	marker_code
0	0.0002	1	SyncStatus	Sync Off
0	0.0002	9301	SyncStatus	Sync Off
0	0.0002	19301	SyncStatus	Sync Off
0	0.0002	29301	SyncStatus	Sync Off
0	0.0002	39301	SyncStatus	Sync Off
0	0.0002	49301	SyncStatus	Sync Off
0	0.0002	59301	SyncStatus	Sync Off
0	0.0002	69301	SyncStatus	Sync Off
0	0.0002	79301	SyncStatus	Sync Off
0	0.0002	89301	SyncStatus	Sync Off
0	0.0002	99301	SyncStatus	Sync Off
0	0.0002	109301	SyncStatus	Sync Off
0	0.0002	119301	SyncStatus	Sync Off
0	0.0002	129301	SyncStatus	Sync Off
0	0.0002	139301	SyncStatus	Sync Off
0	0.0002	149301	SyncStatus	Sync Off
0	0	159143	Stimulus	R128
0	0.0002	159301	SyncStatus	Sync Off
0	0.0002	169301	SyncStatus	Sync Off
0	0	169643	Stimulus	R128
0	0.0002	169817	Stimulus	S 1
0.0022	0.0002	169828	Stimulus	S 5
0.9988	0.0002	174811	Stimulus	S 5
1.8968	0.0002	179301	SyncStatus	Sync Off
1.9986	0.0002	179810	Stimulus	S 5
2.0652	0	180143	Stimulus	R128
2.9986	0.0002	184810	Stimulus	S 5
3.8968	0.0002	189301	SyncStatus	Sync Off
3.9988	0.0002	189811	Stimulus	S 5
4.1652	0	190643	Stimulus	R128
4.9984	0.0002	194809	Stimulus	S 5
5.8968	0.0002	199301	SyncStatus	Sync Off
5.9982	0.0002	199808	Stimulus	S 5
6.2652	0	201143	Stimulus	R128
6.9982	0.0002	204808	Stimulus	S 5
7.8968	0.0002	209301	SyncStatus	Sync Off
7.9982	0.0002	209808	Stimulus	S 5
8.3652	0	211643	Stimulus	R128
8.998	0.0002	214807	Stimulus	S 5
9.8968	0.0002	219301	SyncStatus	Sync Off
9.9978	0.0002	219806	Stimulus	S 5
10.4652	0	222143	Stimulus	R128
10.9978	0.0002	224806	Stimulus	S 5
11.8968	0.0002	229301	SyncStatus	Sync Off
11.9978	0.0002	229806	Stimulus	S 5
12.5652	0	232643	Stimulus	R128
12.9978	0.0002	234806	Stimulus	S 5
13.8968	0.0002	239301	SyncStatus	Sync Off
13.9976	0.0002	239805	Stimulus	S 5
14.6652	0	243143	Stimulus	R128
14.9976	0.0002	244805	Stimulus	S 5
15.8968	0.0002	249301	SyncStatus	Sync Off
15.9976	0.0002	249805	Stimulus	S 5
16.7652	0	253643	Stimulus	R128
16.9974	0.0002	254804	Stimulus	S 5
17.8968	0.0002	259301	SyncStatus	Sync Off
17.9974	0.0002	259804	Stimulus	S 5
18.8652	0	264143	Stimulus	R128
18.9974	0.0002	264804	Stimulus	S 5
19.8968	0.0002	269301	SyncStatus	Sync Off
19.9972	0.0002	269803	Stimulus	S 5
20.9652	0	274643	Stimulus	R128
20.9972	0.0002	274803	Stimulus	S 5
21.8968	0.0002	279301	SyncStatus	Sync Off
21.9972	0.0002	279803	Stimulus	S 5
22.9972	0.0002	284803	Stimulus	S 5
23.0652	0	285143	Stimulus	R128
23.8968	0.0002	289301	SyncStatus	Sync Off
23.997	0.0002	289802	Stimulus	S 5
24.997	0.0002	294802	Stimulus	S 5
25.1652	0	295643	Stimulus	R128
25.8968	0.0002	299301	SyncStatus	Sync Off
25.9968	0.0002	299801	Stimulus	S 5
26.9968	0.0002	304801	Stimulus	S 5
27.2652	0	306143	Stimulus	R128
27.8968	0.0002	309301	SyncStatus	Sync Off
27.9968	0.0002	309801	Stimulus	S 5
28.9968	0.0002	314801	Stimulus	S 5
29.3652	0	316643	Stimulus	R128
29.8968	0.0002	319301	SyncStatus	Sync Off
29.9966	0.0002	319800	Stimulus	S 5
30.9966	0.0002	324800	Stimulus	S 5
31.4652	0	327143	Stimulus	R128
31.8968	0.0002	329301	SyncStatus	Sync Off
31.9966	0.0002	329800	Stimulus	S 5
32.9964	0.0002	334799	Stimulus	S 5
33.5652	0	337643	Stimulus	R128
33.8968	0.0002	339301	SyncStatus	Sync Off
33.9964	0.0002	339799	Stimulus	S 5
34.9964	0.0002	344799	Stimulus	S 5
35.6652	0	348143	Stimulus	R128
35.8968	0.0002	349301	SyncStatus	Sync Off
35.9962	0.0002	349798	Stimulus	S 5
36.9962	0.0002	354798	Stimulus	S 5
37.7652	0	358643	Stimulus	R128
37.8968	0.0002	359301	SyncStatus	Sync Off
37.9962	0.0002	359798	Stimulus	S 5
38.996	0.0002	364797	Stimulus	S 5
39.8652	0	369143	Stimulus	R128
39.8968	0.0002	369301	SyncStatus	Sync Off
39.996	0.0002	369797	Stimulus	S 5
40.996	0.0002	374797	Stimulus	S 5
41.8968	0.0002	379301	SyncStatus	Sync Off
41.9652	0	379643	Stimulus	R128
41.9958	0.0002	379796	Stimulus	S 5
42.9958	0.0002	384796	Stimulus	S 5
43.8968	0.0002	389301	SyncStatus	Sync Off
43.9958	0.0002	389796	Stimulus	S 5
44.0652	0	390143	Stimulus	R128
44.9956	0.0002	394795	Stimulus	S 5
45.8968	0.0002	399301	SyncStatus	Sync Off
45.9956	0.0002	399795	Stimulus	S 5
46.1652	0	400643	Stimulus	R128
46.9956	0.0002	404795	Stimulus	S 5
47.8968	0.0002	409301	SyncStatus	Sync Off
47.9956	0.0002	409795	Stimulus	S 5
48.2652	0	411143	Stimulus	R128
48.9956	0.0002	414795	Stimulus	S 5
49.8968	0.0002	419301	SyncStatus	Sync Off
49.9954	0.0002	419794	Stimulus	S 5
50.3652	0	421643	Stimulus	R128
50.9954	0.0002	424794	Stimulus	S 5
51.8968	0.0002	429301	SyncStatus	Sync Off
51.9952	0.0002	429793	Stimulus	S 5
52.4652	0	432143	Stimulus	R128
52.9952	0.0002	434793	Stimulus	S 5
53.8968	0.0002	439301	SyncStatus	Sync Off
53.9952	0.0002	439793	Stimulus	S 5
54.5652	0	442643	Stimulus	R128
54.995	0.0002	444792	Stimulus	S 5
55.8968	0.0002	449301	SyncStatus	Sync Off
55.995	0.0002	449792	Stimulus	S 5
56.6652	0	453143	Stimulus	R128
56.995	0.0002	454792	Stimulus	S 5
57.8968	0.0002	459301	SyncStatus	Sync Off
57.995	0.0002	459792	Stimulus	S 5
58.7652	0	463643	Stimulus	R128
58.9948	0.0002	464791	Stimulus	S 5
59.8968	0.0002	469301	SyncStatus	Sync Off
59.9948	0.0002	469791	Stimulus	S 5
60.8652	0	474143	Stimulus	R128
60.9946	0.0002	474790	Stimulus	S 5
61.8968	0.0002	479301	SyncStatus	Sync Off
61.9946	0.0002	479790	Stimulus	S 5
62.9652	0	484643	Stimulus	R128
62.9946	0.0002	484790	Stimulus	S 5
63.8968	0.0002	489301	SyncStatus	Sync Off
63.9946	0.0002	489790	Stimulus	S 5
64.9944	0.0002	494789	Stimulus	S 5
65.0652	0	495143	Stimulus	R128
65.8968	0.0002	499301	SyncStatus	Sync Off
