name	x	y	z	type
Fp1	0.859253512221866	0.201536091817987	0.47017720641171	EEG
Fp2	0.823918731322315	-0.267755119438167	0.499464833788005	EEG
F3	0.563012000381031	0.406071999066634	0.719807626384285	EEG
F4	0.481159139405049	-0.316748145034601	0.817408401708799	EEG
C3	0.0376366447456038	0.54854690705621	0.835272275208126	EEG
C4	-0.0101630687800335	-0.353240508302978	0.935477340894383	EEG
P3	-0.446339497795206	0.432533064319975	0.783387644131497	EEG
P4	-0.410837748471232	-0.289170307529688	0.864634534167051	EEG
O1	-0.809999819880809	0.239317900921673	0.535375787733721	EEG
O2	-0.774405739749271	-0.223374319300794	0.591945659431921	EEG
F7	0.628398725033562	0.636256600315742	0.447540591377863	EEG
F8	0.483210094621373	-0.642290399028553	0.594954660265592	EEG
T7	-0.0113079316593565	0.904836637868422	0.425608728120743	EEG
T8	-0.0458371697325804	-0.768807483656775	0.637835407408717	EEG
P7	-0.606643569328525	0.6491812869	0.458854265024536	EEG
P8	-0.537005873169094	-0.567867788996063	0.623819578405985	EEG
Fz	0.449351402398808	0.0572404312337668	0.891519405394183	EEG
Cz	-0.0218542787017475	0.12577662734275	0.991817841398666	EEG
Pz	-0.445155071412745	0.0856427824565029	0.891348571664656	EEG
Oz	-0.811164253690019	0.00651258394854124	0.584782130186813	EEG
FC1	0.265380251648143	0.344665495822884	0.900432683782821	EEG
FC2	0.212380535286437	-0.127777642447345	0.968796873612856	EEG
CP1	-0.181833711799393	0.335733982062429	0.924239792771205	EEG
CP2	-0.212779320999742	-0.104884984444742	0.971454631258154	EEG
FC5	0.339873897497693	0.678623737195946	0.651118696639818	EEG
FC6	0.252959678806184	-0.566001923070535	0.784635726932395	EEG
CP5	-0.274316588725369	0.676915617122431	0.683034154670055	EEG
CP6	-0.273698513759092	-0.526667343659349	0.804804717113953	EEG
TP9	-0.533152676077318	0.834630098607658	0.138350361364784	EEG
TP10	-0.428017475950161	-0.787982126186313	0.442589210320531	EEG
POz	-0.626867012452453	0.0497758745306158	0.777534636536308	EEG
ECG	1	-0	0	EEG
F1	0.473499053821389	0.243585787043405	0.846442325489867	EEG
F2	0.431181137548795	-0.148316068533915	0.889991668745708	EEG
C1	0.0291814015571649	0.340177028949625	0.9399085246864	EEG
C2	-0.0255045341859604	-0.0922163284715204	0.995412310301209	EEG
P1	-0.388116770907583	0.278787488700913	0.878432073802015	EEG
P2	-0.401427551791006	-0.123418551059428	0.907537206905298	EEG
AF3	0.70471817711312	0.302697975832738	0.641674548562684	EEG
AF4	0.654727144028245	-0.273703766640164	0.704569808464431	EEG
FC3	0.289626679165197	0.493696206286229	0.819988074678117	EEG
FC4	0.246085887129231	-0.347148289300563	0.90494740255526	EEG
CP3	-0.206895931659602	0.517015014967462	0.830595899195813	EEG
CP4	-0.236849256779814	-0.324087962937752	0.915898150364825	EEG
PO3	-0.638557509793439	0.29939404904445	0.708948171648091	EEG
PO4	-0.618394468053084	-0.201525335528307	0.75958924493541	EEG
F5	0.584939506637032	0.542096242311082	0.603305426502555	EEG
F6	0.494835903571125	-0.484579118513613	0.721332452089547	EEG
C5	0.0138043194291274	0.747485202141003	0.66413501138347	EEG
C6	-0.0135749706205182	-0.574330672271314	0.818510842360095	EEG
P5	-0.543624365869638	0.544004019812424	0.639165217499167	EEG
P6	-0.492619195213307	-0.428680385121684	0.75733708209708	EEG
AF7	0.780121364336611	0.428839888484137	0.455529370019649	EEG
AF8	0.679338569855501	-0.480233495631013	0.554864755756482	EEG
FT7	0.342529782806777	0.82612429062822	0.447428211363972	EEG
FT8	0.222359540337626	-0.739568170598334	0.635291394447205	EEG
TP7	-0.357544657201594	0.81566959747428	0.454802073283248	EEG
TP8	-0.314302721118676	-0.696427423785248	0.645137692975103	EEG
PO7	-0.756167775944319	0.436221803428625	0.487771291525956	EEG
PO8	-0.687454323818223	-0.40964242066217	0.59966627373704	EEG
Fpz	0.875464672310058	-0.020969341375306	0.48282698170186	EEG
CPz	-0.241629084866477	0.146566433117674	0.959235980366537	EEG
EOGL	1	-0	0	EEG
EOGU	1	-0	0	EEG
