name	x	y	z	type
Fp1	0.848568526640527	0.162410390304294	0.503541776535307	EEG
Fp2	0.816769295259999	-0.294135557939079	0.496358934518511	EEG
F3	0.555797668722925	0.232917038068375	0.798021681923252	EEG
F4	0.537424036731779	-0.370882462832435	0.757378111319747	EEG
C3	0.128813046337698	0.350670092720745	0.927597803557353	EEG
C4	0.0691631667322749	-0.462284808570873	0.884030096847475	EEG
P3	-0.310261634059203	0.320388878073965	0.895035577637794	EEG
P4	-0.364982691789016	-0.367411411511357	0.855451044412056	EEG
O1	-0.622406927143722	0.254506593663073	0.74015944959551	EEG
O2	-0.69919180730106	-0.206977316374864	0.68431805990295	EEG
F7	0.613492598575918	0.523083947208785	0.591616443031331	EEG
F8	0.543252261379538	-0.645864576775307	0.536410224523053	EEG
T7	0.10278662409214	0.712408965124631	0.694196208803962	EEG
T8	0.00401075925709726	-0.789682481630104	0.613502642224711	EEG
P7	-0.380338075294404	0.585445552361151	0.71595841618204	EEG
P8	-0.48029627718771	-0.585555242516831	0.653024152754461	EEG
Fz	0.507581417743418	-0.0725586171977038	0.858543156417858	EEG
Cz	0.0761249309378064	-0.0625697849254627	0.995133165412597	EEG
Pz	-0.311828657307799	-0.0421054706454102	0.949204939843522	EEG
Oz	-0.695822506293855	0.000242887884751256	0.718213743074033	EEG
FC1	0.303930423140205	0.141692795015866	0.942098428897112	EEG
FC2	0.284221253626875	-0.259102442191875	0.923084071705808	EEG
CP1	-0.120546865277793	0.189731806718206	0.974407663553168	EEG
CP2	-0.114359336709952	-0.239759335375219	0.96407333912296	EEG
FC5	0.364893883005417	0.478367868058643	0.798759436222357	EEG
FC6	0.29444313472094	-0.616564966805532	0.730171816851212	EEG
CP5	-0.132826859361038	0.526471898591003	0.839752562024236	EEG
CP6	-0.206781064011211	-0.600876478027655	0.772132792801518	EEG
TP9	-0.298638170058024	0.827685943814277	0.475132846472084	EEG
TP10	-0.414298484703288	-0.816626924445281	0.401842297230642	EEG
POz	-0.510172584094015	-0.0020479750100918	0.8600696135995	EEG
ECG	1	-0	0	EEG
F1	0.525317494814653	0.101626198887523	0.844815746385761	EEG
F2	0.503877233205123	-0.231278341244544	0.832236782850123	EEG
C1	0.120702387502279	0.157655356260088	0.980089650130923	EEG
C2	0.0913390781809204	-0.234272621089565	0.96787060695368	EEG
P1	-0.296631345749207	0.159919925487167	0.94150701651724	EEG
P2	-0.309305706638557	-0.211627488188149	0.927115842861073	EEG
AF3	0.68651622336107	0.188530986562091	0.702247493529153	EEG
AF4	0.673688718595199	-0.305641289830699	0.67284984386428	EEG
FC3	0.343318514711155	0.311695513475543	0.885990013677211	EEG
FC4	0.291895150963379	-0.445536239828935	0.846341940260058	EEG
CP3	-0.104635809189153	0.347446980013902	0.931843304163608	EEG
CP4	-0.144500786628519	-0.433123065921894	0.889676307670468	EEG
PO3	-0.503127825751731	0.222745483330432	0.8350130781073	EEG
PO4	-0.537023008497926	-0.231723229771235	0.811116904723496	EEG
F5	0.566048587389223	0.388365668516462	0.727159613999861	EEG
F6	0.52390287986491	-0.52182222366076	0.673221612370691	EEG
C5	0.125795638120653	0.541302043252414	0.831364875010112	EEG
C6	0.0374195466681888	-0.629656992977873	0.775971551489621	EEG
P5	-0.334704107013847	0.454147534418698	0.825665294008099	EEG
P6	-0.417578159193312	-0.484794388531011	0.768506917219077	EEG
AF7	0.752729990186034	0.373494676802452	0.54212479031563	EEG
AF8	0.714684408607918	-0.498515119257657	0.490620904532486	EEG
FT7	0.392448959329491	0.638940704298807	0.66161816080829	EEG
FT8	0.296897059446849	-0.753639947328831	0.586411942137957	EEG
TP7	-0.164447366743458	0.685499626231009	0.709258292872413	EEG
TP8	-0.272228094338479	-0.711032435111199	0.648324564452619	EEG
PO7	-0.541928955395659	0.425996758716863	0.724458258884869	EEG
PO8	-0.624221026164165	-0.409413033825047	0.665378898244247	EEG
Fpz	0.853154906287331	-0.0840404518633859	0.514843576563264	EEG
CPz	-0.113300845416729	-0.0461449728162315	0.992488569159184	EEG
EOGL	1	-0	0	EEG
EOGU	1	-0	0	EEG
