onset	duration	sample	type	marker_code
0	0.0002	74751	Response	R128
0	0.0002	76584	Stimulus	S 1
1.7334	0.0002	85251	Response	R128
3.8334	0.0002	95751	Response	R128
4.1996	0.0002	97582	Stimulus	S 2
5.9334	0.0002	106251	Response	R128
8.0334	0.0002	116751	Response	R128
8.3994	0.0002	118581	Stimulus	S 3
10.1334	0.0002	127251	Response	R128
12.2334	0.0002	137751	Response	R128
12.5992	0.0002	139580	Stimulus	S 4
14.3334	0.0002	148251	Response	R128
16.4334	0.0002	158751	Response	R128
16.7988	0.0002	160578	Stimulus	S 5
18.5334	0.0002	169251	Response	R128
20.6334	0.0002	179751	Response	R128
20.9986	0.0002	181577	Stimulus	S 6
22.7334	0.0002	190251	Response	R128
24.8334	0.0002	200751	Response	R128
25.1984	0.0002	202576	Stimulus	S 7
26.9334	0.0002	211251	Response	R128
29.0334	0.0002	221751	Response	R128
29.3982	0.0002	223575	Stimulus	S 8
31.1334	0.0002	232251	Response	R128
33.2334	0.0002	242751	Response	R128
33.5978	0.0002	244573	Stimulus	S 9
35.3334	0.0002	253251	Response	R128
37.4334	0.0002	263751	Response	R128
37.7976	0.0002	265572	Stimulus	S 10
39.5334	0.0002	274251	Response	R128
41.6334	0.0002	284751	Response	R128
41.9974	0.0002	286571	Stimulus	S 11
43.7334	0.0002	295251	Response	R128
45.8334	0.0002	305751	Response	R128
46.2138	0.0002	307653	Stimulus	S 12
47.9334	0.0002	316251	Response	R128
50.0334	0.0002	326751	Response	R128
50.4136	0.0002	328652	Stimulus	S 13
52.1334	0.0002	337251	Response	R128
54.2334	0.0002	347751	Response	R128
54.6132	0.0002	349650	Stimulus	S 14
56.3334	0.0002	358251	Response	R128
58.4334	0.0002	368751	Response	R128
58.813	0.0002	370649	Stimulus	S 15
60.5334	0.0002	379251	Response	R128
62.6334	0.0002	389751	Response	R128
63.0128	0.0002	391648	Stimulus	S 16
64.7334	0.0002	400251	Response	R128
66.8334	0.0002	410751	Response	R128
67.2126	0.0002	412647	Stimulus	S 17
68.9334	0.0002	421251	Response	R128
71.0334	0.0002	431751	Response	R128
71.4122	0.0002	433645	Stimulus	S 18
73.1334	0.0002	442251	Response	R128
75.2334	0.0002	452751	Response	R128
75.612	0.0002	454644	Stimulus	S 19
77.3334	0.0002	463251	Response	R128
79.4334	0.0002	473751	Response	R128
79.8118	0.0002	475643	Stimulus	S 20
81.5334	0.0002	484251	Response	R128
83.6334	0.0002	494751	Response	R128
84.0116	0.0002	496642	Stimulus	S 21
85.7334	0.0002	505251	Response	R128
87.8334	0.0002	515751	Response	R128
88.2114	0.0002	517641	Stimulus	S 22
89.9334	0.0002	526251	Response	R128
92.0334	0.0002	536751	Response	R128
92.411	0.0002	538639	Stimulus	S 23
94.1334	0.0002	547251	Response	R128
96.2334	0.0002	557751	Response	R128
96.6108	0.0002	559638	Stimulus	S 24
98.3334	0.0002	568251	Response	R128
100.4334	0.0002	578751	Response	R128
100.8106	0.0002	580637	Stimulus	S 25
102.5334	0.0002	589251	Response	R128
104.6334	0.0002	599751	Response	R128
105.0104	0.0002	601636	Stimulus	S 26
106.7334	0.0002	610251	Response	R128
108.8334	0.0002	620751	Response	R128
109.2102	0.0002	622635	Stimulus	S 27
110.9334	0.0002	631251	Response	R128
113.0334	0.0002	641751	Response	R128
