onset	duration	sample	type	marker_code
0	0.0002	86760	Response	R128
0	0.0002	97260	Response	R128
0	0.0002	97498	Stimulus	S 1
1.7654	0.0002	106325	Stimulus	S 5
2.0524	0.0002	107760	Response	R128
2.7654	0.0002	111325	Stimulus	S 5
3.7654	0.0002	116325	Stimulus	S 5
4.1524	0.0002	118260	Response	R128
4.7652	0.0002	121324	Stimulus	S 5
5.7658	0.0002	126327	Stimulus	S 5
6.2524	0.0002	128760	Response	R128
6.7652	0.0002	131324	Stimulus	S 5
7.7692	0.0002	136344	Stimulus	S 5
8.3524	0.0002	139260	Response	R128
8.7698	0.0002	141347	Stimulus	S 5
9.7698	0.0002	146347	Stimulus	S 5
10.4524	0.0002	149760	Response	R128
10.77	0.0002	151348	Stimulus	S 5
11.773	0.0002	156363	Stimulus	S 5
12.5524	0.0002	160260	Response	R128
12.772	0.0002	161358	Stimulus	S 5
13.773	0.0002	166363	Stimulus	S 5
14.6524	0.0002	170760	Response	R128
14.7742	0.0002	171369	Stimulus	S 5
15.776	0.0002	176378	Stimulus	S 5
16.7524	0.0002	181260	Response	R128
16.7812	0.0002	181404	Stimulus	S 5
17.781	0.0002	186403	Stimulus	S 5
18.781	0.0002	191403	Stimulus	S 5
18.8524	0.0002	191760	Response	R128
19.7812	0.0002	196404	Stimulus	S 5
20.7812	0.0002	201404	Stimulus	S 5
20.9524	0.0002	202260	Response	R128
21.783	0.0002	206413	Stimulus	S 5
22.782	0.0002	211408	Stimulus	S 5
23.0524	0.0002	212760	Response	R128
23.783	0.0002	216413	Stimulus	S 5
24.783	0.0002	221413	Stimulus	S 5
25.1524	0.0002	223260	Response	R128
25.7862	0.0002	226429	Stimulus	S 5
26.7812	0.0002	231404	Stimulus	S 5
27.2524	0.0002	233760	Response	R128
27.7904	0.0002	236450	Stimulus	S 5
28.7902	0.0002	241449	Stimulus	S 5
29.3524	0.0002	244260	Response	R128
29.7902	0.0002	246449	Stimulus	S 5
30.7912	0.0002	251454	Stimulus	S 5
31.4524	0.0002	254760	Response	R128
31.7932	0.0002	256464	Stimulus	S 5
32.797	0.0002	261483	Stimulus	S 5
33.5524	0.0002	265260	Response	R128
33.7968	0.0002	266482	Stimulus	S 5
34.7966	0.0002	271481	Stimulus	S 5
35.6524	0.0002	275760	Response	R128
35.7966	0.0002	276481	Stimulus	S 5
36.7966	0.0002	281481	Stimulus	S 5
37.7524	0.0002	286260	Response	R128
37.7992	0.0002	286494	Stimulus	S 5
38.8002	0.0002	291499	Stimulus	S 5
39.7992	0.0002	296494	Stimulus	S 5
39.8524	0.0002	296760	Response	R128
40.8002	0.0002	301499	Stimulus	S 5
41.7992	0.0002	306494	Stimulus	S 5
41.9524	0.0002	307260	Response	R128
42.8022	0.0002	311509	Stimulus	S 5
43.8032	0.0002	316514	Stimulus	S 5
44.0524	0.0002	317760	Response	R128
44.8034	0.0002	321515	Stimulus	S 5
45.8074	0.0002	326535	Stimulus	S 5
46.1524	0.0002	328260	Response	R128
46.8002	0.0002	331499	Stimulus	S 5
47.8128	0.0002	336562	Stimulus	S 5
48.2524	0.0002	338760	Response	R128
48.8126	0.0002	341561	Stimulus	S 5
49.8126	0.0002	346561	Stimulus	S 5
50.3524	0.0002	349260	Response	R128
50.8126	0.0002	351561	Stimulus	S 5
51.8124	0.0002	356560	Stimulus	S 5
52.4524	0.0002	359760	Response	R128
52.8124	0.0002	361560	Stimulus	S 5
53.8134	0.0002	366565	Stimulus	S 5
54.5524	0.0002	370260	Response	R128
54.8144	0.0002	371570	Stimulus	S 5
55.8186	0.0002	376591	Stimulus	S 5
56.6524	0.0002	380760	Response	R128
56.812	0.0002	381558	Stimulus	S 5
57.8196	0.0002	386596	Stimulus	S 5
58.7524	0.0002	391260	Response	R128
58.8204	0.0002	391600	Stimulus	S 5
59.8196	0.0002	396596	Stimulus	S 5
60.8204	0.0002	401600	Stimulus	S 5
60.8524	0.0002	401760	Response	R128
61.8194	0.0002	406595	Stimulus	S 5
62.8224	0.0002	411610	Stimulus	S 5
62.9524	0.0002	412260	Response	R128
63.8236	0.0002	416616	Stimulus	S 5
64.8282	0.0002	421639	Stimulus	S 5
65.0524	0.0002	422760	Response	R128
65.8286	0.0002	426641	Stimulus	S 5
66.828	0.0002	431638	Stimulus	S 5
67.1524	0.0002	433260	Response	R128
67.8298	0.0002	436647	Stimulus	S 5
68.8294	0.0002	441645	Stimulus	S 5
69.2524	0.0002	443760	Response	R128
69.8306	0.0002	446651	Stimulus	S 5
70.8304	0.0002	451650	Stimulus	S 5
71.3524	0.0002	454260	Response	R128
71.8296	0.0002	456646	Stimulus	S 5
72.8306	0.0002	461651	Stimulus	S 5
73.4524	0.0002	464760	Response	R128
73.8356	0.0002	466676	Stimulus	S 5
74.8346	0.0002	471671	Stimulus	S 5
75.5524	0.0002	475260	Response	R128
75.8376	0.0002	476686	Stimulus	S 5
76.8306	0.0002	481651	Stimulus	S 5
77.6524	0.0002	485760	Response	R128
77.84	0.0002	486698	Stimulus	S 5
78.844	0.0002	491718	Stimulus	S 5
79.7524	0.0002	496260	Response	R128
79.844	0.0002	496718	Stimulus	S 5
80.8438	0.0002	501717	Stimulus	S 5
81.8448	0.0002	506722	Stimulus	S 5
81.8524	0.0002	506760	Response	R128
82.8438	0.0002	511717	Stimulus	S 5
83.8446	0.0002	516721	Stimulus	S 5
83.9524	0.0002	517260	Response	R128
84.8446	0.0002	521721	Stimulus	S 5
85.8436	0.0002	526716	Stimulus	S 5
86.0524	0.0002	527760	Response	R128
86.8436	0.0002	531716	Stimulus	S 5
87.8498	0.0002	536747	Stimulus	S 5
88.1524	0.0002	538260	Response	R128
88.8498	0.0002	541747	Stimulus	S 5
89.8508	0.0002	546752	Stimulus	S 5
90.2524	0.0002	548760	Response	R128
90.8518	0.0002	551757	Stimulus	S 5
91.8538	0.0002	556767	Stimulus	S 5
92.3524	0.0002	559260	Response	R128
92.8538	0.0002	561767	Stimulus	S 5
93.854	0.0002	566768	Stimulus	S 5
94.4524	0.0002	569760	Response	R128
94.8598	0.0002	571797	Stimulus	S 5
95.8598	0.0002	576797	Stimulus	S 5
96.5524	0.0002	580260	Response	R128
96.8596	0.0002	581796	Stimulus	S 5
97.8596	0.0002	586796	Stimulus	S 5
98.6524	0.0002	590760	Response	R128
98.8608	0.0002	591802	Stimulus	S 5
99.861	0.0002	596803	Stimulus	S 5
100.7524	0.0002	601260	Response	R128
100.8608	0.0002	601802	Stimulus	S 5
101.8608	0.0002	606802	Stimulus	S 5
102.8524	0.0002	611760	Response	R128
102.8618	0.0002	611807	Stimulus	S 5
103.865	0.0002	616823	Stimulus	S 5
104.8648	0.0002	621822	Stimulus	S 5
104.9524	0.0002	622260	Response	R128
105.867	0.0002	626833	Stimulus	S 5
106.861	0.0002	631803	Stimulus	S 5
107.0524	0.0002	632760	Response	R128
107.87	0.0002	636848	Stimulus	S 5
108.87	0.0002	641848	Stimulus	S 5
109.1524	0.0002	643260	Response	R128
109.87	0.0002	646848	Stimulus	S 5
110.871	0.0002	651853	Stimulus	S 5
111.2524	0.0002	653760	Response	R128
111.8754	0.0002	656875	Stimulus	S 5
112.8754	0.0002	661875	Stimulus	S 5
113.3524	0.0002	664260	Response	R128
113.8752	0.0002	666874	Stimulus	S 5
114.8752	0.0002	671874	Stimulus	S 5
115.4524	0.0002	674760	Response	R128
115.877	0.0002	676883	Stimulus	S 5
116.875	0.0002	681873	Stimulus	S 5
117.5524	0.0002	685260	Response	R128
117.8798	0.0002	686897	Stimulus	S 5
118.88	0.0002	691898	Stimulus	S 5
119.6524	0.0002	695760	Response	R128
119.881	0.0002	696903	Stimulus	S 5
120.881	0.0002	701903	Stimulus	S 5
121.7524	0.0002	706260	Response	R128
121.884	0.0002	706918	Stimulus	S 5
122.8842	0.0002	711919	Stimulus	S 5
123.8524	0.0002	716760	Response	R128
123.8842	0.0002	716919	Stimulus	S 5
124.8852	0.0002	721924	Stimulus	S 5
125.8912	0.0002	726954	Stimulus	S 5
125.9524	0.0002	727260	Response	R128
126.891	0.0002	731953	Stimulus	S 5
127.8912	0.0002	736954	Stimulus	S 5
128.0524	0.0002	737760	Response	R128
128.8912	0.0002	741954	Stimulus	S 5
129.891	0.0002	746953	Stimulus	S 5
130.1524	0.0002	748260	Response	R128
130.8912	0.0002	751954	Stimulus	S 5
131.8942	0.0002	756969	Stimulus	S 5
132.2524	0.0002	758760	Response	R128
132.8942	0.0002	761969	Stimulus	S 5
133.8942	0.0002	766969	Stimulus	S 5
134.3524	0.0002	769260	Response	R128
134.8952	0.0002	771974	Stimulus	S 5
135.8972	0.0002	776984	Stimulus	S 5
136.4524	0.0002	779760	Response	R128
136.8912	0.0002	781954	Stimulus	S 5
137.9004	0.0002	787000	Stimulus	S 5
138.5524	0.0002	790260	Response	R128
138.9012	0.0002	792004	Stimulus	S 5
139.9012	0.0002	797004	Stimulus	S 5
140.6524	0.0002	800760	Response	R128
140.9012	0.0002	802004	Stimulus	S 5
141.9068	0.0002	807032	Stimulus	S 5
142.7524	0.0002	811260	Response	R128
142.9068	0.0002	812032	Stimulus	S 5
143.9068	0.0002	817032	Stimulus	S 5
144.8524	0.0002	821760	Response	R128
144.9066	0.0002	822031	Stimulus	S 5
145.9072	0.0002	827034	Stimulus	S 5
146.9066	0.0002	832031	Stimulus	S 5
146.9524	0.0002	832260	Response	R128
147.9106	0.0002	837051	Stimulus	S 5
148.9114	0.0002	842055	Stimulus	S 5
149.0524	0.0002	842760	Response	R128
149.9112	0.0002	847054	Stimulus	S 5
150.9114	0.0002	852055	Stimulus	S 5
151.1524	0.0002	853260	Response	R128
151.9144	0.0002	857070	Stimulus	S 5
152.9134	0.0002	862065	Stimulus	S 5
153.2524	0.0002	863760	Response	R128
153.9144	0.0002	867070	Stimulus	S 5
154.9154	0.0002	872075	Stimulus	S 5
155.3524	0.0002	874260	Response	R128
155.9116	0.0002	877056	Stimulus	S 5
156.9114	0.0002	882055	Stimulus	S 5
157.4524	0.0002	884760	Response	R128
157.9226	0.0002	887111	Stimulus	S 5
158.9226	0.0002	892111	Stimulus	S 5
159.5524	0.0002	895260	Response	R128
159.9224	0.0002	897110	Stimulus	S 5
160.9224	0.0002	902110	Stimulus	S 5
161.6524	0.0002	905760	Response	R128
161.9244	0.0002	907120	Stimulus	S 5
162.9234	0.0002	912115	Stimulus	S 5
163.7524	0.0002	916260	Response	R128
163.9244	0.0002	917120	Stimulus	S 5
164.9244	0.0002	922120	Stimulus	S 5
165.8524	0.0002	926760	Response	R128
165.922	0.0002	927108	Stimulus	S 5
166.9226	0.0002	932111	Stimulus	S 5
167.931	0.0002	937153	Stimulus	S 5
167.9524	0.0002	937260	Response	R128
168.9314	0.0002	942155	Stimulus	S 5
169.9326	0.0002	947161	Stimulus	S 5
170.0524	0.0002	947760	Response	R128
170.9316	0.0002	952156	Stimulus	S 5
171.9346	0.0002	957171	Stimulus	S 5
172.1524	0.0002	958260	Response	R128
172.9382	0.0002	962189	Stimulus	S 5
173.9382	0.0002	967189	Stimulus	S 5
174.2524	0.0002	968760	Response	R128
174.9382	0.0002	972189	Stimulus	S 5
175.9386	0.0002	977191	Stimulus	S 5
176.3524	0.0002	979260	Response	R128
176.938	0.0002	982188	Stimulus	S 5
177.9406	0.0002	987201	Stimulus	S 5
178.4524	0.0002	989760	Response	R128
178.9416	0.0002	992206	Stimulus	S 5
179.9416	0.0002	997206	Stimulus	S 5
180.5524	0.0002	1000260	Response	R128
180.9416	0.0002	1002206	Stimulus	S 5
181.9408	0.0002	1007202	Stimulus	S 5
182.6524	0.0002	1010760	Response	R128
182.9436	0.0002	1012216	Stimulus	S 5
183.9448	0.0002	1017222	Stimulus	S 5
184.7524	0.0002	1021260	Response	R128
184.9458	0.0002	1022227	Stimulus	S 5
185.9488	0.0002	1027242	Stimulus	S 5
186.8524	0.0002	1031760	Response	R128
186.942	0.0002	1032208	Stimulus	S 5
187.954	0.0002	1037268	Stimulus	S 5
188.9524	0.0002	1042260	Response	R128
188.9542	0.0002	1042269	Stimulus	S 5
189.9538	0.0002	1047267	Stimulus	S 5
190.954	0.0002	1052268	Stimulus	S 5
191.0524	0.0002	1052760	Response	R128
191.9538	0.0002	1057267	Stimulus	S 5
192.9538	0.0002	1062267	Stimulus	S 5
193.1524	0.0002	1063260	Response	R128
193.9558	0.0002	1067277	Stimulus	S 5
194.9558	0.0002	1072277	Stimulus	S 5
195.2524	0.0002	1073760	Response	R128
