onset	duration	sample	type	marker_code
0	0.0002	154303	Stimulus	S 1
0.0022	0.0002	154314	Stimulus	S 10
0.0046	0.0002	154326	Stimulus	S 11
0.0072	0.0002	154339	Stimulus	S 12
1.007	0.0002	159338	Stimulus	S 11
2.007	0.0002	164338	Stimulus	S 11
2.0092	0.0002	164349	Stimulus	S 12
3.007	0.0002	169338	Stimulus	S 11
4.007	0.0002	174338	Stimulus	S 11
4.0098	0.0002	174352	Stimulus	S 12
5.0068	0.0002	179337	Stimulus	S 11
6.0066	0.0002	184336	Stimulus	S 11
6.0088	0.0002	184347	Stimulus	S 12
7.0066	0.0002	189336	Stimulus	S 11
8.0066	0.0002	194336	Stimulus	S 11
8.009	0.0002	194348	Stimulus	S 12
9.0064	0.0002	199335	Stimulus	S 11
10.0064	0.0002	204335	Stimulus	S 11
10.0086	0.0002	204346	Stimulus	S 12
11.0064	0.0002	209335	Stimulus	S 11
12.0062	0.0002	214334	Stimulus	S 11
12.0084	0.0002	214345	Stimulus	S 12
13.0062	0.0002	219334	Stimulus	S 11
14.0062	0.0002	224334	Stimulus	S 11
14.0082	0.0002	224344	Stimulus	S 12
15.006	0.0002	229333	Stimulus	S 11
16.006	0.0002	234333	Stimulus	S 11
16.0082	0.0002	234344	Stimulus	S 12
17.006	0.0002	239333	Stimulus	S 11
18.0058	0.0002	244332	Stimulus	S 11
18.008	0.0002	244343	Stimulus	S 12
19.0058	0.0002	249332	Stimulus	S 11
20.0058	0.0002	254332	Stimulus	S 11
20.008	0.0002	254343	Stimulus	S 12
20.0226	0.0002	254416	Stimulus	S 25
20.025	0.0002	254428	Stimulus	S 26
20.0272	0.0002	254439	Stimulus	S 27
21.0224	0.0002	259415	Stimulus	S 26
22.0226	0.0002	264416	Stimulus	S 26
22.0248	0.0002	264427	Stimulus	S 27
23.0224	0.0002	269415	Stimulus	S 26
24.0224	0.0002	274415	Stimulus	S 26
24.025	0.0002	274428	Stimulus	S 27
25.0222	0.0002	279414	Stimulus	S 26
26.0222	0.0002	284414	Stimulus	S 26
26.0244	0.0002	284425	Stimulus	S 27
27.022	0.0002	289413	Stimulus	S 26
28.022	0.0002	294413	Stimulus	S 26
28.0244	0.0002	294425	Stimulus	S 27
29.022	0.0002	299413	Stimulus	S 26
30.022	0.0002	304413	Stimulus	S 26
30.024	0.0002	304423	Stimulus	S 27
31.0218	0.0002	309412	Stimulus	S 26
32.0218	0.0002	314412	Stimulus	S 26
32.0238	0.0002	314422	Stimulus	S 27
33.0218	0.0002	319412	Stimulus	S 26
34.0216	0.0002	324411	Stimulus	S 26
34.0238	0.0002	324422	Stimulus	S 27
35.0218	0.0002	329412	Stimulus	S 26
36.0216	0.0002	334411	Stimulus	S 26
36.0238	0.0002	334422	Stimulus	S 27
37.0216	0.0002	339411	Stimulus	S 26
38.0214	0.0002	344410	Stimulus	S 26
38.0236	0.0002	344421	Stimulus	S 27
39.0214	0.0002	349410	Stimulus	S 26
40.0214	0.0002	354410	Stimulus	S 26
40.0234	0.0002	354420	Stimulus	S 27
40.0382	0.0002	354494	Stimulus	S 10
40.041	0.0002	354508	Stimulus	S 11
40.043	0.0002	354518	Stimulus	S 12
41.038	0.0002	359493	Stimulus	S 11
42.0378	0.0002	364492	Stimulus	S 11
42.04	0.0002	364503	Stimulus	S 12
43.0378	0.0002	369492	Stimulus	S 11
44.0378	0.0002	374492	Stimulus	S 11
44.0398	0.0002	374502	Stimulus	S 12
45.0376	0.0002	379491	Stimulus	S 11
46.0376	0.0002	384491	Stimulus	S 11
46.0398	0.0002	384502	Stimulus	S 12
47.0376	0.0002	389491	Stimulus	S 11
48.0376	0.0002	394491	Stimulus	S 11
48.0396	0.0002	394501	Stimulus	S 12
49.0374	0.0002	399490	Stimulus	S 11
50.0374	0.0002	404490	Stimulus	S 11
50.0396	0.0002	404501	Stimulus	S 12
51.0374	0.0002	409490	Stimulus	S 11
52.0372	0.0002	414489	Stimulus	S 11
52.0394	0.0002	414500	Stimulus	S 12
53.0372	0.0002	419489	Stimulus	S 11
54.0372	0.0002	424489	Stimulus	S 11
54.0394	0.0002	424500	Stimulus	S 12
55.0372	0.0002	429489	Stimulus	S 11
56.037	0.0002	434488	Stimulus	S 11
56.0392	0.0002	434499	Stimulus	S 12
57.037	0.0002	439488	Stimulus	S 11
58.037	0.0002	444488	Stimulus	S 11
58.039	0.0002	444498	Stimulus	S 12
59.0368	0.0002	449487	Stimulus	S 11
60.0368	0.0002	454487	Stimulus	S 11
60.039	0.0002	454498	Stimulus	S 12
60.0536	0.0002	454571	Stimulus	S 25
60.0564	0.0002	454585	Stimulus	S 26
60.0584	0.0002	454595	Stimulus	S 27
61.0534	0.0002	459570	Stimulus	S 26
62.0532	0.0002	464569	Stimulus	S 26
62.0554	0.0002	464580	Stimulus	S 27
63.0534	0.0002	469570	Stimulus	S 26
64.0532	0.0002	474569	Stimulus	S 26
64.0554	0.0002	474580	Stimulus	S 27
65.0532	0.0002	479569	Stimulus	S 26
66.0532	0.0002	484569	Stimulus	S 26
66.0552	0.0002	484579	Stimulus	S 27
67.053	0.0002	489568	Stimulus	S 26
68.053	0.0002	494568	Stimulus	S 26
68.0552	0.0002	494579	Stimulus	S 27
69.053	0.0002	499568	Stimulus	S 26
70.053	0.0002	504568	Stimulus	S 26
70.0552	0.0002	504579	Stimulus	S 27
71.0528	0.0002	509567	Stimulus	S 26
72.0528	0.0002	514567	Stimulus	S 26
72.055	0.0002	514578	Stimulus	S 27
73.0528	0.0002	519567	Stimulus	S 26
74.0526	0.0002	524566	Stimulus	S 26
74.0548	0.0002	524577	Stimulus	S 27
75.0526	0.0002	529566	Stimulus	S 26
76.0526	0.0002	534566	Stimulus	S 26
76.0546	0.0002	534576	Stimulus	S 27
77.0524	0.0002	539565	Stimulus	S 26
78.0524	0.0002	544565	Stimulus	S 26
78.0546	0.0002	544576	Stimulus	S 27
79.0524	0.0002	549565	Stimulus	S 26
80.0524	0.0002	554565	Stimulus	S 26
80.0544	0.0002	554575	Stimulus	S 27
80.0692	0.0002	554649	Stimulus	S 10
80.0714	0.0002	554660	Stimulus	S 11
80.0734	0.0002	554670	Stimulus	S 12
81.069	0.0002	559648	Stimulus	S 11
82.0688	0.0002	564647	Stimulus	S 11
82.071	0.0002	564658	Stimulus	S 12
83.0688	0.0002	569647	Stimulus	S 11
84.0688	0.0002	574647	Stimulus	S 11
84.0708	0.0002	574657	Stimulus	S 12
85.0688	0.0002	579647	Stimulus	S 11
86.0686	0.0002	584646	Stimulus	S 11
86.0708	0.0002	584657	Stimulus	S 12
87.0686	0.0002	589646	Stimulus	S 11
