name	x	y	z	type
Fp1	0.80792199794266	0.253001590521142	0.532214468456198	EEG
Fp2	0.796429630199372	-0.239561683665072	0.555256736888484	EEG
F3	0.481761847538468	0.361112565573209	0.798437998370228	EEG
F4	0.446734544296094	-0.318558551046696	0.836031516443962	EEG
C3	3.55981871306391e-05	0.509906469396488	0.860229847889724	EEG
C4	-0.0377327078266432	-0.393235942687536	0.918663015549616	EEG
P3	-0.438942398533201	0.449958072747889	0.777732154111508	EEG
P4	-0.507681238049838	-0.315021098085837	0.80188619410299	EEG
O1	-0.794031517706804	0.308941522825331	0.523516078418414	EEG
O2	-0.818288093553005	-0.193887561349435	0.541121252126876	EEG
F7	0.529847395815575	0.676176807384515	0.511904934829445	EEG
F8	0.470012077257533	-0.661126842300527	0.58480761419615	EEG
T7	0.00605464031386227	0.86508646460263	0.501586233953837	EEG
T8	-0.0665423953277509	-0.793262439293119	0.60523285769262	EEG
P7	-0.519905265954528	0.693204441368798	0.499165420376176	EEG
P8	-0.563574106736883	-0.592639032288399	0.575467812847943	EEG
Fz	0.415926652026238	0.00416566478968423	0.909388622851147	EEG
Cz	-0.0621262794910982	0.0554108748690378	0.996528956098538	EEG
Pz	-0.479482571665078	0.0564959444710552	0.875730935691875	EEG
Oz	-0.835251344316376	0.0595785123468598	0.546631130365094	EEG
FC1	0.210777839810402	0.260279666461973	0.942245826454702	EEG
FC2	0.181593004078823	-0.167804079427616	0.968950861394467	EEG
CP1	-0.262720560584819	0.332781325632023	0.90566798351084	EEG
CP2	-0.265500813234235	-0.167259507202921	0.949491219244389	EEG
FC5	0.261354213507359	0.635856108717742	0.726210013762052	EEG
FC6	0.20288819039574	-0.603148628659373	0.771393618034437	EEG
CP5	-0.252597013420632	0.675961032936529	0.692294323797586	EEG
CP6	-0.323185959601689	-0.564314496832727	0.759670971000447	EEG
TP9	-0.371940803925781	0.897944533237573	0.235277822167329	EEG
TP10	-0.421359838764713	-0.840336872606282	0.341012942297603	EEG
POz	-0.672605200739338	0.0655939737037587	0.7370886476891	EEG
ECG	1	-0	0	EEG
F1	0.434092932112969	0.217225949407428	0.874286116322115	EEG
F2	0.407825515052985	-0.138112725346401	0.902553723813246	EEG
C1	-0.031745764180481	0.279018657606249	0.959760801014609	EEG
C2	-0.0523744570683479	-0.137949254738996	0.989053547268171	EEG
P1	-0.372746301269841	0.304329594673431	0.876609201808627	EEG
P2	-0.465480301156626	-0.135322632142477	0.874651859007439	EEG
AF3	0.659758697900121	0.282759308968913	0.696251128355681	EEG
AF4	0.612688660731135	-0.264093637685511	0.744894056591622	EEG
FC3	0.245325660712324	0.440763219286232	0.863448379881796	EEG
FC4	0.183112302851999	-0.366897553049658	0.912061439876948	EEG
CP3	-0.249621925719799	0.494167419675659	0.832758942030069	EEG
CP4	-0.278864652082686	-0.363160941966045	0.889015543198845	EEG
PO3	-0.649935435021994	0.327736694616055	0.685691322174136	EEG
PO4	-0.691017091783812	-0.203246344507771	0.693675934645906	EEG
F5	0.499169490342517	0.53796062411721	0.679285055636155	EEG
F6	0.446745168617726	-0.510330866575359	0.73483410436449	EEG
C5	0.0197571253519281	0.693439792491802	0.720243646404989	EEG
C6	-0.0631377510470431	-0.629778075381396	0.774204882548299	EEG
P5	-0.466301428610924	0.591288249747733	0.657982661918742	EEG
P6	-0.529133760933478	-0.464855367395104	0.70987812365529	EEG
AF7	0.702458768766676	0.474992656057599	0.530031748930337	EEG
AF8	0.647165756444531	-0.485658563004028	0.587632745740433	EEG
FT7	0.296411705829656	0.796133795391903	0.527551969460864	EEG
FT8	0.213541012291078	-0.77425281077204	0.595762386427087	EEG
TP7	-0.294585144828642	0.815561002702162	0.498076142088469	EEG
TP8	-0.354462242335061	-0.729014477592183	0.585571865973595	EEG
PO7	-0.712710072824628	0.473882125188489	0.5171847672942	EEG
PO8	-0.737248588830953	-0.388542656983369	0.55271974993759	EEG
Fpz	0.837164396232474	0.00223611485836693	0.546946773892175	EEG
CPz	-0.241200978232932	0.0678439631704423	0.968100864972656	EEG
EOGL	1	-0	0	EEG
EOGU	1	-0	0	EEG
