onset	duration	sample	type	marker_code
0	0.0002	75959	Response	R128
0	0.0002	86459	Response	R128
0	0.0002	86617	Stimulus	S 1
0.0022	0.0002	86628	Stimulus	S 10
0.005	0.0002	86642	Stimulus	S 11
0.007	0.0002	86652	Stimulus	S 12
1.0018	0.0002	91626	Stimulus	S 11
2.0018	0.0002	96626	Stimulus	S 11
2.004	0.0002	96637	Stimulus	S 12
2.0684	0.0002	96959	Response	R128
3.0018	0.0002	101626	Stimulus	S 11
4.0018	0.0002	106626	Stimulus	S 11
4.004	0.0002	106637	Stimulus	S 12
4.1684	0.0002	107459	Response	R128
5.0018	0.0002	111626	Stimulus	S 11
6.0016	0.0002	116625	Stimulus	S 11
6.0036	0.0002	116635	Stimulus	S 12
6.2684	0.0002	117959	Response	R128
7.0016	0.0002	121625	Stimulus	S 11
8.0014	0.0002	126624	Stimulus	S 11
8.0036	0.0002	126635	Stimulus	S 12
8.3684	0.0002	128459	Response	R128
9.0014	0.0002	131624	Stimulus	S 11
10.0014	0.0002	136624	Stimulus	S 11
10.0036	0.0002	136635	Stimulus	S 12
10.4684	0.0002	138959	Response	R128
11.0012	0.0002	141623	Stimulus	S 11
12.0012	0.0002	146623	Stimulus	S 11
12.0034	0.0002	146634	Stimulus	S 12
12.5684	0.0002	149459	Response	R128
13.0012	0.0002	151623	Stimulus	S 11
14.0012	0.0002	156623	Stimulus	S 11
14.0032	0.0002	156633	Stimulus	S 12
14.6684	0.0002	159959	Response	R128
15.001	0.0002	161622	Stimulus	S 11
16.001	0.0002	166622	Stimulus	S 11
16.0032	0.0002	166633	Stimulus	S 12
16.7684	0.0002	170459	Response	R128
17.001	0.0002	171622	Stimulus	S 11
18.001	0.0002	176622	Stimulus	S 11
18.003	0.0002	176632	Stimulus	S 12
18.8684	0.0002	180959	Response	R128
19.0008	0.0002	181621	Stimulus	S 11
20.0008	0.0002	186621	Stimulus	S 25
20.003	0.0002	186632	Stimulus	S 26
20.005	0.0002	186642	Stimulus	S 27
20.9684	0.0002	191459	Response	R128
21.0008	0.0002	191621	Stimulus	S 26
22.0006	0.0002	196620	Stimulus	S 26
22.0028	0.0002	196631	Stimulus	S 27
23.0006	0.0002	201620	Stimulus	S 26
23.0684	0.0002	201959	Response	R128
24.0006	0.0002	206620	Stimulus	S 26
24.0028	0.0002	206631	Stimulus	S 27
25.0006	0.0002	211620	Stimulus	S 26
25.1684	0.0002	212459	Response	R128
26.0004	0.0002	216619	Stimulus	S 26
26.0026	0.0002	216630	Stimulus	S 27
27.0004	0.0002	221619	Stimulus	S 26
27.2684	0.0002	222959	Response	R128
28.0004	0.0002	226619	Stimulus	S 26
28.0024	0.0002	226629	Stimulus	S 27
29.0002	0.0002	231618	Stimulus	S 26
29.3684	0.0002	233459	Response	R128
30.0002	0.0002	236618	Stimulus	S 26
30.0024	0.0002	236629	Stimulus	S 27
31.0002	0.0002	241618	Stimulus	S 26
31.4684	0.0002	243959	Response	R128
32	0.0002	246617	Stimulus	S 26
32.0022	0.0002	246628	Stimulus	S 27
33.0002	0.0002	251618	Stimulus	S 26
33.5684	0.0002	254459	Response	R128
34	0.0002	256617	Stimulus	S 26
34.0022	0.0002	256628	Stimulus	S 27
35	0.0002	261617	Stimulus	S 26
35.6684	0.0002	264959	Response	R128
35.9998	0.0002	266616	Stimulus	S 26
36.002	0.0002	266627	Stimulus	S 27
36.9998	0.0002	271616	Stimulus	S 26
37.7684	0.0002	275459	Response	R128
37.9998	0.0002	276616	Stimulus	S 26
38.0018	0.0002	276626	Stimulus	S 27
38.9998	0.0002	281616	Stimulus	S 26
39.8684	0.0002	285959	Response	R128
39.9998	0.0002	286616	Stimulus	S 10
40.002	0.0002	286627	Stimulus	S 11
