name	x	y	z	type
Fp1	0.868944371842086	0.19464613730868	0.455025889235738	EEG
Fp2	0.841878967600146	-0.302199086018358	0.447119129899607	EEG
F3	0.534297057500614	0.32355630930698	0.780921231017465	EEG
F4	0.523070753971726	-0.364288798958446	0.770513242775789	EEG
C3	0.0697975485138588	0.437079453481987	0.896710574023382	EEG
C4	0.0308649492861845	-0.458402429288859	0.888208628491997	EEG
P3	-0.395924505994306	0.368431180170389	0.841131530161258	EEG
P4	-0.454476350759936	-0.344591410703567	0.82140611531036	EEG
O1	-0.785005439647939	0.243149921760011	0.569775899166722	EEG
O2	-0.795551850825235	-0.22436882682948	0.562810698366427	EEG
F7	0.589589103833872	0.621927412585726	0.515355199949312	EEG
F8	0.54914059505481	-0.678204764390746	0.488347114684361	EEG
T7	0.0418568047469881	0.812512765762879	0.581438744296189	EEG
T8	-0.0296807662096378	-0.82237291605516	0.568174127408263	EEG
P7	-0.494145543641772	0.653851801548484	0.57297295163976	EEG
P8	-0.538101787683015	-0.612508411545858	0.579033601682936	EEG
Fz	0.518667104655652	-0.0222990421406802	0.854685431762898	EEG
Cz	0.016123885658471	-0.0196372249921465	0.999677147736148	EEG
Pz	-0.422194291652306	-5.1703888789028e-17	0.906505366832545	EEG
Oz	-0.807221898579919	0.00549467003103633	0.590222513171331	EEG
FC1	0.278657070811256	0.212903032803399	0.936494813391941	EEG
FC2	0.262212064992755	-0.235153804857662	0.935920680951757	EEG
CP1	-0.145727932383082	0.199623237903848	0.968975713117793	EEG
CP2	-0.185722718285646	-0.217299723478	0.95827339631703	EEG
FC5	0.324832080984482	0.576225377654746	0.7499656214187	EEG
FC6	0.283205715205085	-0.639300875983987	0.714904827820657	EEG
CP5	-0.207358630128118	0.607374054852126	0.766876232519874	EEG
CP6	-0.268527511982046	-0.602273778685761	0.751770756824384	EEG
TP9	-0.437029787709676	0.861060269555624	0.259961875757256	EEG
TP10	-0.448870232371224	-0.842782186157976	0.297041581577035	EEG
POz	-0.62881646823358	0.00954891234515178	0.777495123811894	EEG
ECG	1	-0	0	EEG
F1	0.502950762292312	0.169936196794428	0.847444523097901	EEG
F2	0.495264592821804	-0.205824154345946	0.844007938697752	EEG
C1	0.0597345281898552	0.217636143352432	0.974200336300812	EEG
C2	0.0248883405789453	-0.208472310310139	0.977711545568109	EEG
P1	-0.419378917813793	0.20300666098491	0.884821800640722	EEG
P2	-0.428773096969123	-0.192248696907974	0.882719700614353	EEG
AF3	0.704595195712749	0.251061357245608	0.663712140220823	EEG
AF4	0.682755303997677	-0.297111363593662	0.667510323880129	EEG
FC3	0.311110725113088	0.401298420767606	0.861492712800889	EEG
FC4	0.260700802701079	-0.428608958278367	0.865060374976536	EEG
CP3	-0.177504587319625	0.428957433695818	0.885713069542043	EEG
CP4	-0.218533391998404	-0.420335947979036	0.880659325402415	EEG
PO3	-0.607151498760031	0.265005617460289	0.749092170742652	EEG
PO4	-0.630108606626706	-0.247317535429345	0.736068733559649	EEG
F5	0.561818654427835	0.489363625308758	0.666995533539443	EEG
F6	0.51270358418948	-0.54460080496494	0.663735638632431	EEG
C5	0.081780047263115	0.63374127806955	0.769209994956135	EEG
C6	0.0100602837736135	-0.657953067322395	0.752991734278303	EEG
P5	-0.452007751075343	0.554413792718605	0.698794919422846	EEG
P6	-0.47654069318924	-0.509777241143217	0.71626540621974	EEG
AF7	0.748746932928642	0.42550303967134	0.508257015357783	EEG
AF8	0.723885390207807	-0.500999052595951	0.474330993233259	EEG
FT7	0.35734779927766	0.726002705033109	0.587556484634475	EEG
FT8	0.275663139360039	-0.7903528654508	0.547130863388163	EEG
TP7	-0.291712156040088	0.766325629520142	0.572406365756882	EEG
TP8	-0.33095812630642	-0.755017523623609	0.56605234532949	EEG
PO7	-0.696901483749458	0.440222421239274	0.566155934161283	EEG
PO8	-0.711000627744637	-0.421154855141666	0.563122273877826	EEG
Fpz	0.901455569750324	-0.0428316685462496	0.430747378327093	EEG
CPz	-0.185211134732747	0.013666056737982	0.982603721987782	EEG
EOGL	1	-0	0	EEG
EOGU	1	-0	0	EEG
