name	x	y	z	type
Fp1	0.844251688972159	0.269500027321148	0.463258913504703	EEG
Fp2	0.812310427885602	-0.217050221151321	0.541332587460308	EEG
F3	0.495437515249265	0.421680196783435	0.75942575682177	EEG
F4	0.500602284266129	-0.30968543803166	0.80838869515764	EEG
C3	0.0200853764337052	0.508942656848246	0.860566063526656	EEG
C4	0.0261217754489847	-0.403614112121825	0.914556341262529	EEG
P3	-0.443579340676761	0.380865446701684	0.81128224437214	EEG
P4	-0.412382038208558	-0.340546368893833	0.844966996512989	EEG
O1	-0.796422501939793	0.195472747218427	0.572277558094707	EEG
O2	-0.772520600310213	-0.27159287859907	0.573976681051259	EEG
F7	0.526536207874541	0.688556230692288	0.498648111369056	EEG
F8	0.525785556699362	-0.634212143168861	0.56685492484718	EEG
T7	-0.0684039357738452	0.847959319338277	0.525629046303583	EEG
T8	-0.00262851394241396	-0.8053594681427	0.592780919047975	EEG
P7	-0.584295290409602	0.616149365433035	0.528165668215596	EEG
P8	-0.523766298641101	-0.616512549658136	0.587861497737201	EEG
Fz	0.431138359215121	0.0672562271063101	0.899775702677461	EEG
Cz	-0.0101545372091284	0.0776444284357273	0.996929399760564	EEG
Pz	-0.429496702701047	-0.00517258085550837	0.903053612348803	EEG
Oz	-0.803182094303619	-0.0294513504121475	0.595005160775058	EEG
FC1	0.209427256951812	0.277415331950631	0.937646499297236	EEG
FC2	0.210581748826443	-0.135908429382711	0.96808275776605	EEG
CP1	-0.169772098031363	0.270011378386459	0.947771750091695	EEG
CP2	-0.184029281980639	-0.173481074283076	0.967490330824696	EEG
FC5	0.270564846972782	0.668126619524628	0.693110008487244	EEG
FC6	0.284899817768067	-0.584286476055999	0.759895655819788	EEG
CP5	-0.28436290059108	0.627456631320866	0.724869585911079	EEG
CP6	-0.232950627818574	-0.571969197539939	0.786501902136575	EEG
TP9	-0.514490607517744	0.816365111776883	0.262387917118034	EEG
TP10	-0.390207532288905	-0.858216191689897	0.3334712132498	EEG
POz	-0.625333643845923	0.0100418635679006	0.780292890426707	EEG
ECG	1	-0	0	EEG
F1	0.464921690521451	0.235011826457924	0.853590805425871	EEG
F2	0.462565613240052	-0.153032689989519	0.873277761793134	EEG
C1	-0.00558806966129883	0.243619995045577	0.969854665138779	EEG
C2	-0.0190934731192964	-0.129488401988965	0.991397091499963	EEG
P1	-0.386935250274976	0.229928059915341	0.892980514545648	EEG
P2	-0.391140487764754	-0.173819869383891	0.903767543032232	EEG
AF3	0.657987839426565	0.321021629513725	0.681173338109408	EEG
AF4	0.655994403519789	-0.245644771767267	0.713673586910798	EEG
FC3	0.267174733763657	0.468312207231479	0.842200295770727	EEG
FC4	0.265045491965457	-0.373811235959616	0.888828468861756	EEG
CP3	-0.214598322460286	0.45501355068803	0.86423968243046	EEG
CP4	-0.204482871256992	-0.373495605736771	0.904813675768563	EEG
PO3	-0.639585590585498	0.173771558959561	0.748821552582565	EEG
PO4	-0.602581952100059	-0.247997326139143	0.75854618661695	EEG
F5	0.518480485149141	0.552705289042599	0.652452948482761	EEG
F6	0.521299159872544	-0.491110071258155	0.697895467691968	EEG
C5	-0.0345767910760616	0.705459760105429	0.707906047714577	EEG
C6	0.0133815230361076	-0.614249629050485	0.788998306748865	EEG
P5	-0.524803120316317	0.512312766496752	0.679792111009462	EEG
P6	-0.4726645370764	-0.480986927324692	0.738403555742457	EEG
AF7	0.703692445737842	0.50164251379578	0.503161733604757	EEG
AF8	0.706190302116598	-0.428762923705677	0.563433769356992	EEG
FT7	0.27480860955193	0.810675525401288	0.516996538316728	EEG
FT8	0.257764952664488	-0.769708507664402	0.584042842954961	EEG
TP7	-0.366283635486869	0.773480946196592	0.51726542919989	EEG
TP8	-0.300408156773526	-0.746535662935488	0.593666104228129	EEG
PO7	-0.701400084005682	0.439987443255347	0.560757498331003	EEG
PO8	-0.681321202249592	-0.435388066213871	0.58842047140095	EEG
Fpz	0.876968357306654	0.0395775024338859	0.478915568324902	EEG
CPz	-0.218530974711218	0.0628278893383082	0.973805354993008	EEG
EOGL	1	-0	0	EEG
EOGU	1	-0	0	EEG
