name	x	y	z	type
Fp1	0.802027247228308	0.224594099986927	0.553452604072331	EEG
Fp2	0.808042820592901	-0.202456648227431	0.553243260850761	EEG
F3	0.577416573746829	0.328978718684375	0.747236979154043	EEG
F4	0.515621556453944	-0.267935379460134	0.813845834881254	EEG
C3	0.152182429992718	0.429416437297209	0.890192131722407	EEG
C4	0.114051691148921	-0.35819119796005	0.926655964989173	EEG
P3	-0.275551824978646	0.363684713208528	0.889834041341063	EEG
P4	-0.296950619463608	-0.287162789413929	0.910690870699927	EEG
O1	-0.623635054544477	0.26369033205937	0.735898585079307	EEG
O2	-0.639187307265783	-0.19115753866579	0.744915016388819	EEG
F7	0.602163272145297	0.568184587579338	0.560861540949784	EEG
F8	0.528367784081884	-0.5613965702049	0.636915516930287	EEG
T7	0.121331310319844	0.767269088284758	0.629743486904585	EEG
T8	0.0524744978077741	-0.714054820523057	0.698120433999469	EEG
P7	-0.401150148511685	0.621747993779407	0.672687141679054	EEG
P8	-0.413491210730331	-0.528293692955417	0.741573187643871	EEG
Fz	0.490668482863363	0.0470454872183187	0.870075377227144	EEG
Cz	0.137473358109521	0.0448402889742817	0.989489981907242	EEG
Pz	-0.272218674342894	0.03598328218371	0.96156237277791	EEG
Oz	-0.659285132203893	0.0272864343406779	0.75139774085092	EEG
FC1	0.345574462852842	0.227725939872522	0.910340149028453	EEG
FC2	0.308472899704125	-0.154094804924945	0.938668877316848	EEG
CP1	-0.0344146187162495	0.260561536866657	0.964843676210971	EEG
CP2	-0.0696576369622919	-0.140201496528456	0.987669658329146	EEG
FC5	0.396448547937792	0.554059869554782	0.732015170462302	EEG
FC6	0.327655538605433	-0.513583983513449	0.793015346572588	EEG
CP5	-0.0980009670171486	0.587646689384873	0.803160742889431	EEG
CP6	-0.133524881360964	-0.511146736747516	0.849058372298339	EEG
TP9	-0.292851412571252	0.82744580946604	0.479136183722449	EEG
TP10	-0.34038839355308	-0.763807195240269	0.548392478097163	EEG
POz	-0.469687441591133	0.0404315797161139	0.881906454547893	EEG
ECG	1	-0	0	EEG
F1	0.523327956173128	0.181146952549977	0.832654569356053	EEG
F2	0.490458656008529	-0.145578480491805	0.859218955077229	EEG
C1	0.158882361885653	0.234148536898267	0.959130261095977	EEG
C2	0.109220694731546	-0.149702107835513	0.982680069377599	EEG
P1	-0.218656893556188	0.227059443763368	0.949016950269187	EEG
P2	-0.255424489310762	-0.126516111557219	0.958515520884653	EEG
AF3	0.668332094174675	0.274266501835681	0.691455058457823	EEG
AF4	0.663655647432402	-0.213868966224126	0.71681325805073	EEG
FC3	0.37919090220479	0.39108972937883	0.838607824468333	EEG
FC4	0.349177599265352	-0.340581615781276	0.872971458389735	EEG
CP3	-0.0535330340515023	0.42346040685446	0.904331520014588	EEG
CP4	-0.0994135938720812	-0.331994229695511	0.938028127937708	EEG
PO3	-0.475204754259621	0.283503757865291	0.832950215082097	EEG
PO4	-0.461730768024886	-0.192010894283099	0.865988749543407	EEG
F5	0.586731393763983	0.442021441070546	0.678500786444417	EEG
F6	0.537193364834411	-0.420139494354851	0.731372746321008	EEG
C5	0.137353195421508	0.608988582678261	0.781195881885602	EEG
C6	0.0799766991588001	-0.554656970780444	0.828226643109436	EEG
P5	-0.334550167985613	0.493386224619636	0.80289863523136	EEG
P6	-0.353768312266482	-0.410858268486122	0.840263925473842	EEG
AF7	0.730178097810946	0.408936123834337	0.54736751100201	EEG
AF8	0.697685396701661	-0.38113320146964	0.60660742656742	EEG
FT7	0.396133160190932	0.698824825313003	0.595585747750394	EEG
FT8	0.297040475369319	-0.681389422924506	0.66893602856998	EEG
TP7	-0.174402080395317	0.736624102906854	0.653428531187963	EEG
TP8	-0.207118071611946	-0.666618352048213	0.716046141756433	EEG
PO7	-0.531914598772415	0.447120932353033	0.719131233826299	EEG
PO8	-0.55661384170545	-0.365209901591976	0.746192172969591	EEG
Fpz	0.850324208519122	0.0262857667462189	0.525602320079442	EEG
CPz	-0.055488335355179	0.0468912789426627	0.99735763525359	EEG
EOGL	1	-0	0	EEG
EOGU	1	-0	0	EEG
