onset	duration	sample	type	marker_code
0	0.0002	3193	Stimulus	S 85
0	0.0002	3196	Stimulus	S255
0	0.0002	3895	Stimulus	S 4
0	0.0002	326308	Response	R128
0	0.0002	336808	Response	R128
0	0.0002	337028	Stimulus	S 1
1.6732	0.0002	345394	Stimulus	S 5
2.056	0.0002	347308	Response	R128
2.6732	0.0002	350394	Stimulus	S 5
3.6736	0.0002	355396	Stimulus	S 5
4.156	0.0002	357808	Response	R128
4.6744	0.0002	360400	Stimulus	S 5
5.6774	0.0002	365415	Stimulus	S 5
6.256	0.0002	368308	Response	R128
6.681	0.0002	370433	Stimulus	S 5
7.6808	0.0002	375432	Stimulus	S 5
8.356	0.0002	378808	Response	R128
8.681	0.0002	380433	Stimulus	S 5
9.681	0.0002	385433	Stimulus	S 5
10.456	0.0002	389308	Response	R128
10.6812	0.0002	390434	Stimulus	S 5
11.6832	0.0002	395444	Stimulus	S 5
12.556	0.0002	399808	Response	R128
12.683	0.0002	400443	Stimulus	S 5
13.6842	0.0002	405449	Stimulus	S 5
14.656	0.0002	410308	Response	R128
14.6842	0.0002	410449	Stimulus	S 5
15.6872	0.0002	415464	Stimulus	S 5
16.6812	0.0002	420434	Stimulus	S 5
16.756	0.0002	420808	Response	R128
17.6898	0.0002	425477	Stimulus	S 5
18.6902	0.0002	430479	Stimulus	S 5
18.856	0.0002	431308	Response	R128
19.6902	0.0002	435479	Stimulus	S 5
20.6902	0.0002	440479	Stimulus	S 5
20.956	0.0002	441808	Response	R128
21.6934	0.0002	445495	Stimulus	S 5
22.6966	0.0002	450511	Stimulus	S 5
23.056	0.0002	452308	Response	R128
23.6966	0.0002	455511	Stimulus	S 5
24.6964	0.0002	460510	Stimulus	S 5
25.156	0.0002	462808	Response	R128
25.6972	0.0002	465514	Stimulus	S 5
26.6964	0.0002	470510	Stimulus	S 5
27.256	0.0002	473308	Response	R128
27.6998	0.0002	475527	Stimulus	S 5
28.7004	0.0002	480530	Stimulus	S 5
29.356	0.0002	483808	Response	R128
29.7004	0.0002	485530	Stimulus	S 5
30.7004	0.0002	490530	Stimulus	S 5
31.456	0.0002	494308	Response	R128
31.7044	0.0002	495550	Stimulus	S 5
32.7034	0.0002	500545	Stimulus	S 5
33.556	0.0002	504808	Response	R128
33.7054	0.0002	505555	Stimulus	S 5
34.7044	0.0002	510550	Stimulus	S 5
35.656	0.0002	515308	Response	R128
35.7074	0.0002	515565	Stimulus	S 5
36.7124	0.0002	520590	Stimulus	S 5
37.7124	0.0002	525590	Stimulus	S 5
37.756	0.0002	525808	Response	R128
38.7124	0.0002	530590	Stimulus	S 5
39.7122	0.0002	535589	Stimulus	S 5
39.856	0.0002	536308	Response	R128
40.7122	0.0002	540589	Stimulus	S 5
41.7134	0.0002	545595	Stimulus	S 5
41.956	0.0002	546808	Response	R128
42.7136	0.0002	550596	Stimulus	S 5
43.7134	0.0002	555595	Stimulus	S 5
44.056	0.0002	557308	Response	R128
44.7144	0.0002	560600	Stimulus	S 5
45.7174	0.0002	565615	Stimulus	S 5
46.156	0.0002	567808	Response	R128
46.712	0.0002	570588	Stimulus	S 5
47.7204	0.0002	575630	Stimulus	S 5
48.256	0.0002	578308	Response	R128
48.7204	0.0002	580630	Stimulus	S 5
49.7214	0.0002	585635	Stimulus	S 5
50.356	0.0002	588808	Response	R128
50.7206	0.0002	590631	Stimulus	S 5
51.7236	0.0002	595646	Stimulus	S 5
52.456	0.0002	599308	Response	R128
52.7282	0.0002	600669	Stimulus	S 5
53.7282	0.0002	605669	Stimulus	S 5
54.556	0.0002	609808	Response	R128
54.7282	0.0002	610669	Stimulus	S 5
55.728	0.0002	615668	Stimulus	S 5
56.656	0.0002	620308	Response	R128
56.728	0.0002	620668	Stimulus	S 5
57.7302	0.0002	625679	Stimulus	S 5
58.7306	0.0002	630681	Stimulus	S 5
58.756	0.0002	630808	Response	R128
59.7306	0.0002	635681	Stimulus	S 5
60.7316	0.0002	640686	Stimulus	S 5
60.856	0.0002	641308	Response	R128
61.7336	0.0002	645696	Stimulus	S 5
62.7346	0.0002	650701	Stimulus	S 5
62.956	0.0002	651808	Response	R128
63.7338	0.0002	655697	Stimulus	S 5
64.7348	0.0002	660702	Stimulus	S 5
65.056	0.0002	662308	Response	R128
65.7378	0.0002	665717	Stimulus	S 5
66.7318	0.0002	670687	Stimulus	S 5
67.156	0.0002	672808	Response	R128
67.7404	0.0002	675730	Stimulus	S 5
68.744	0.0002	680748	Stimulus	S 5
69.256	0.0002	683308	Response	R128
69.744	0.0002	685748	Stimulus	S 5
70.7438	0.0002	690747	Stimulus	S 5
71.356	0.0002	693808	Response	R128
71.745	0.0002	695753	Stimulus	S 5
72.7438	0.0002	700747	Stimulus	S 5
73.456	0.0002	704308	Response	R128
73.7448	0.0002	705752	Stimulus	S 5
74.7448	0.0002	710752	Stimulus	S 5
75.556	0.0002	714808	Response	R128
75.7478	0.0002	715767	Stimulus	S 5
76.7436	0.0002	720746	Stimulus	S 5
77.656	0.0002	725308	Response	R128
77.7502	0.0002	725779	Stimulus	S 5
78.7508	0.0002	730782	Stimulus	S 5
79.7508	0.0002	735782	Stimulus	S 5
79.756	0.0002	735808	Response	R128
80.751	0.0002	740783	Stimulus	S 5
81.751	0.0002	745783	Stimulus	S 5
81.856	0.0002	746308	Response	R128
82.754	0.0002	750798	Stimulus	S 5
83.754	0.0002	755798	Stimulus	S 5
83.956	0.0002	756808	Response	R128
84.7598	0.0002	760827	Stimulus	S 5
85.7598	0.0002	765827	Stimulus	S 5
86.056	0.0002	767308	Response	R128
86.7596	0.0002	770826	Stimulus	S 5
87.7604	0.0002	775830	Stimulus	S 5
88.156	0.0002	777808	Response	R128
88.761	0.0002	780833	Stimulus	S 5
89.7608	0.0002	785832	Stimulus	S 5
90.256	0.0002	788308	Response	R128
90.761	0.0002	790833	Stimulus	S 5
91.764	0.0002	795848	Stimulus	S 5
92.356	0.0002	798808	Response	R128
92.764	0.0002	800848	Stimulus	S 5
93.764	0.0002	805848	Stimulus	S 5
94.456	0.0002	809308	Response	R128
94.765	0.0002	810853	Stimulus	S 5
95.7682	0.0002	815869	Stimulus	S 5
96.556	0.0002	819808	Response	R128
96.761	0.0002	820833	Stimulus	S 5
97.7708	0.0002	825882	Stimulus	S 5
98.656	0.0002	830308	Response	R128
98.7756	0.0002	830906	Stimulus	S 5
99.7756	0.0002	835906	Stimulus	S 5
100.756	0.0002	840808	Response	R128
100.7754	0.0002	840905	Stimulus	S 5
101.7754	0.0002	845905	Stimulus	S 5
102.7754	0.0002	850905	Stimulus	S 5
102.856	0.0002	851308	Response	R128
103.7754	0.0002	855905	Stimulus	S 5
104.7752	0.0002	860904	Stimulus	S 5
104.956	0.0002	861808	Response	R128
105.7782	0.0002	865919	Stimulus	S 5
106.7752	0.0002	870904	Stimulus	S 5
107.056	0.0002	872308	Response	R128
107.7806	0.0002	875931	Stimulus	S 5
108.7812	0.0002	880934	Stimulus	S 5
109.156	0.0002	882808	Response	R128
109.7812	0.0002	885934	Stimulus	S 5
110.7812	0.0002	890934	Stimulus	S 5
111.256	0.0002	893308	Response	R128
111.7842	0.0002	895949	Stimulus	S 5
112.7844	0.0002	900950	Stimulus	S 5
113.356	0.0002	903808	Response	R128
113.7842	0.0002	905949	Stimulus	S 5
114.7852	0.0002	910954	Stimulus	S 5
115.456	0.0002	914308	Response	R128
115.7884	0.0002	915970	Stimulus	S 5
116.7912	0.0002	920984	Stimulus	S 5
117.556	0.0002	924808	Response	R128
117.7912	0.0002	925984	Stimulus	S 5
118.7912	0.0002	930984	Stimulus	S 5
119.656	0.0002	935308	Response	R128
119.7912	0.0002	935984	Stimulus	S 5
120.7912	0.0002	940984	Stimulus	S 5
121.756	0.0002	945808	Response	R128
121.7944	0.0002	946000	Stimulus	S 5
122.7944	0.0002	951000	Stimulus	S 5
123.7944	0.0002	956000	Stimulus	S 5
123.856	0.0002	956308	Response	R128
124.7952	0.0002	961004	Stimulus	S 5
125.7984	0.0002	966020	Stimulus	S 5
125.956	0.0002	966808	Response	R128
126.7914	0.0002	970985	Stimulus	S 5
127.8008	0.0002	976032	Stimulus	S 5
128.056	0.0002	977308	Response	R128
128.8014	0.0002	981035	Stimulus	S 5
129.8014	0.0002	986035	Stimulus	S 5
130.156	0.0002	987808	Response	R128
130.8016	0.0002	991036	Stimulus	S 5
131.8072	0.0002	996064	Stimulus	S 5
132.256	0.0002	998308	Response	R128
132.807	0.0002	1001063	Stimulus	S 5
133.807	0.0002	1006063	Stimulus	S 5
134.356	0.0002	1008808	Response	R128
134.807	0.0002	1011063	Stimulus	S 5
135.8084	0.0002	1016070	Stimulus	S 5
136.456	0.0002	1019308	Response	R128
136.8068	0.0002	1021062	Stimulus	S 5
137.8108	0.0002	1026082	Stimulus	S 5
138.556	0.0002	1029808	Response	R128
138.8114	0.0002	1031085	Stimulus	S 5
139.8114	0.0002	1036085	Stimulus	S 5
140.656	0.0002	1040308	Response	R128
140.8126	0.0002	1041091	Stimulus	S 5
141.8146	0.0002	1046101	Stimulus	S 5
142.756	0.0002	1050808	Response	R128
142.8114	0.0002	1051085	Stimulus	S 5
143.8146	0.0002	1056101	Stimulus	S 5
144.8156	0.0002	1061106	Stimulus	S 5
144.856	0.0002	1061308	Response	R128
145.8186	0.0002	1066121	Stimulus	S 5
146.8228	0.0002	1071142	Stimulus	S 5
146.956	0.0002	1071808	Response	R128
147.8228	0.0002	1076142	Stimulus	S 5
