name	x	y	z	type
Fp1	0.833140863789428	0.165858073288096	0.527605345508712	EEG
Fp2	0.794102018751219	-0.331252216742231	0.509582135399776	EEG
F3	0.488283279040959	0.327445173200039	0.808924655302955	EEG
F4	0.414499749790525	-0.387542907253784	0.823407828758555	EEG
C3	-0.00382252303197906	0.451565372657674	0.892229848488721	EEG
C4	-0.0856044292441839	-0.452615623068198	0.88758716723957	EEG
P3	-0.488286048637199	0.385625084835146	0.782860159065562	EEG
P4	-0.533735513711728	-0.329127242676623	0.778974748968772	EEG
O1	-0.827359400796599	0.28342977525476	0.484916471583022	EEG
O2	-0.845741145110827	-0.159651573640734	0.509149575764004	EEG
F7	0.571029100569989	0.598760136474829	0.56161558496081	EEG
F8	0.436403666973927	-0.734607808818899	0.519522094500326	EEG
T7	0.0127420695808134	0.846881353010771	0.53162920685892	EEG
T8	-0.157438952250452	-0.837226187909863	0.523703433817461	EEG
P7	-0.566659265315349	0.649573711487059	0.506903610538726	EEG
P8	-0.65133498468073	-0.56380622529742	0.507824062099097	EEG
Fz	0.394688573229491	-0.0271203307799137	0.918414621954843	EEG
Cz	-0.0825941914394831	0.0289078922152165	0.996163908856435	EEG
Pz	-0.505274438366653	-0.00555600653645106	0.862940828055221	EEG
Oz	-0.865675251515013	0.0137502400890461	0.5004171158263	EEG
FC1	0.181168084612942	0.223309254057873	0.957763594092923	EEG
FC2	0.126777550418075	-0.232903540053725	0.964200909427302	EEG
CP1	-0.252907067966565	0.245598077157718	0.935798909739153	EEG
CP2	-0.286032149409318	-0.198427562536903	0.937449791684839	EEG
FC5	0.298623641682325	0.58793252147851	0.751770756824384	EEG
FC6	0.183561094816468	-0.656380336296394	0.731758278800597	EEG
CP5	-0.280508846863098	0.629737365739959	0.724393288913165	EEG
CP6	-0.375223235252057	-0.594233106536244	0.711403218170444	EEG
TP9	-0.450551493082434	0.866978613747027	0.21295876452138	EEG
TP10	-0.533346013758219	-0.804272100868073	0.262084752271997	EEG
POz	-0.693379418674308	0.0408300051722326	0.719414965396546	EEG
ECG	1	-0	0	EEG
F1	0.412486616779987	0.140413864980869	0.90007707308793	EEG
F2	0.380492389224353	-0.225524817832793	0.896863478063316	EEG
C1	-0.0326445632355587	0.2168246227793	0.975664601924131	EEG
C2	-0.0789157359291154	-0.205904699338794	0.975384827344042	EEG
P1	-0.453369417082305	0.225153168023063	0.862416501803873	EEG
P2	-0.490320981079719	-0.169022522805001	0.854995159224691	EEG
AF3	0.65669408216037	0.222061536972183	0.720722940007533	EEG
AF4	0.621019267680259	-0.339294071581408	0.706551202786878	EEG
FC3	0.247656846053951	0.396888488801906	0.88382442490528	EEG
FC4	0.150277341385791	-0.453361312064254	0.878567152464395	EEG
CP3	-0.259217936894011	0.43605250701417	0.861779712176534	EEG
CP4	-0.317993814429957	-0.407599741542522	0.856003729360308	EEG
PO3	-0.667227113476841	0.300984249375397	0.681334323712882	EEG
PO4	-0.704173567229603	-0.203382403549453	0.680275815490734	EEG
F5	0.532255276547304	0.476024885246009	0.700074731163807	EEG
F6	0.441500440661989	-0.565155786921142	0.696904797949342	EEG
C5	-0.0135330598306381	0.657014900378845	0.753756112394318	EEG
C6	-0.118909544793114	-0.66755437355161	0.735004543189504	EEG
P5	-0.536367674115681	0.527639377967211	0.658715723952381	EEG
P6	-0.592472684916066	-0.463890365857995	0.658621170395003	EEG
AF7	0.720252240545597	0.41244226734422	0.557788567556746	EEG
AF8	0.678899314156537	-0.531560119551223	0.506497345047803	EEG
FT7	0.314836899693907	0.777763134333021	0.544024111105016	EEG
FT8	0.148932849032906	-0.845330337572721	0.513064934348598	EEG
TP7	-0.335229243633642	0.784795053989463	0.521265841434573	EEG
TP8	-0.442224412039421	-0.726759774976228	0.525602320079442	EEG
PO7	-0.731052626155066	0.478934310910757	0.485987637316239	EEG
PO8	-0.767357108637227	-0.379751563852388	0.516673801905593	EEG
Fpz	0.847386156454184	-0.0697407836166631	0.52637716986049	EEG
CPz	-0.265869409273388	0.0284132432437525	0.963590236989246	EEG
EOGL	1	-0	0	EEG
EOGU	1	-0	0	EEG
